locationString,EndLocationString,Start,End,ips,UAs,timestamp
SG/North West,AU/New South Wales,2022-11-26T21:13:18.3559753Z,2022-11-26T21:13:23.5039494Z,"[""173.245.211.240""]","[""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.62""]",2022-11-26T21:13:18.3559753Z
IN/Telangana,BG/Burgas,2022-11-26T21:15:01.5311954Z,2022-11-26T21:17:19.3504939Z,"[""122.175.7.235""]","[""BAV2ROPC""]",2022-11-26T21:15:01.5311954Z
CZ/Pardubicky Kraj,BG/Burgas,2022-11-26T21:16:44.9841423Z,2022-11-26T21:17:19.3504939Z,"[""193.104.67.114""]","[""BAV2ROPC""]",2022-11-26T21:16:44.9841423Z
HK/Hong Kong,US/Georgia,2022-11-26T21:48:12.1092654Z,2022-11-26T21:59:39.2672100Z,"[""203.198.150.167""]","[""BAV2ROPC""]",2022-11-26T21:48:12.1092654Z
BR/Minas Gerais,ZW/Harare,2022-11-26T21:50:02.7444745Z,2022-11-26T21:58:38.2924457Z,"[""186.235.193.57""]","[""BAV2ROPC""]",2022-11-26T21:50:02.7444745Z
US/Illinois,US/Virginia,2022-11-26T21:57:23.3963174Z,2022-11-26T22:07:48.0945367Z,"[""12.146.110.194""]","[""BAV2ROPC""]",2022-11-26T21:57:23.3963174Z
ZW/Harare,US/Georgia,2022-11-26T21:58:26.8767650Z,2022-11-26T21:59:34.1304700Z,"[""154.120.246.26""]","[""BAV2ROPC""]",2022-11-26T21:58:26.8767650Z
US/Georgia,IL/Hamerkaz,2022-11-26T21:59:28.4960689Z,2022-11-26T22:09:20.2015727Z,"[""173.165.182.203""]","[""BAV2ROPC""]",2022-11-26T21:59:28.4960689Z
IN/Uttar Pradesh,US/Virginia,2022-11-26T21:59:49.4435275Z,2022-11-26T22:07:48.0945367Z,"[""122.187.227.146""]","[""BAV2ROPC""]",2022-11-26T21:59:49.4435275Z
US/Virginia,RU/Bashkortostan,2022-11-26T22:07:39.8307388Z,2022-11-26T22:18:25.8487403Z,"[""173.167.205.181""]","[""BAV2ROPC""]",2022-11-26T22:07:39.8307388Z
RU/Moskva,RU/Bashkortostan,2022-11-26T22:08:05.3535661Z,2022-11-26T22:18:25.8487403Z,"[""87.240.58.147""]","[""BAV2ROPC""]",2022-11-26T22:08:05.3535661Z
IN/Telangana,RU/Bashkortostan,2022-11-26T22:08:40.4808584Z,2022-11-26T22:18:25.8487403Z,"[""223.31.113.109""]","[""BAV2ROPC""]",2022-11-26T22:08:40.4808584Z
AR/Jujuy,RU/Krasnodarskiy Kray,2022-11-26T22:15:50.9818104Z,2022-11-26T22:16:34.8634162Z,"[""190.182.194.147""]","[""BAV2ROPC""]",2022-11-26T22:15:50.9818104Z
RU/Krasnodarskiy Kray,ES/Alicante,2022-11-26T22:16:34.8634162Z,2022-11-26T22:18:12.4999588Z,"[""188.170.215.218""]","[""BAV2ROPC""]",2022-11-26T22:16:34.8634162Z
PK/Punjab,RU/Bashkortostan,2022-11-26T22:17:30.6341549Z,2022-11-26T22:18:25.8487403Z,"[""43.251.255.74""]","[""BAV2ROPC""]",2022-11-26T22:17:30.6341549Z
ES/Alicante,RU/Bashkortostan,2022-11-26T22:18:04.3975399Z,2022-11-26T22:18:25.8487403Z,"[""78.136.126.190""]","[""BAV2ROPC""]",2022-11-26T22:18:04.3975399Z
RU/Sverdlovskaya Oblast',BG/Yambol,2022-11-26T22:31:58.2630351Z,2022-11-26T22:34:28.1795008Z,"[""217.24.177.165""]","[""BAV2ROPC""]",2022-11-26T22:31:58.2630351Z
ID/Jakarta Raya,FR/Paris,2022-11-26T22:33:41.1505851Z,2022-11-26T22:34:02.1558042Z,"[""103.143.190.123""]","[""BAV2ROPC""]",2022-11-26T22:33:41.1505851Z
CN/Guizhou,CO/Caldas,2022-11-26T22:55:03.9286801Z,2022-11-26T22:56:33.0354130Z,"[""119.1.239.211""]","[""BAV2ROPC""]",2022-11-26T22:55:03.9286801Z
IN/Telangana,MX/Guerrero,2022-11-26T22:56:37.5965260Z,2022-11-26T23:04:07.2695035Z,"[""175.101.241.38""]","[""BAV2ROPC""]",2022-11-26T22:56:37.5965260Z
BR/Minas Gerais,CO/Caldas,2022-11-26T22:56:59.1900888Z,2022-11-26T22:57:30.6090938Z,"[""45.175.251.11""]","[""BAV2ROPC""]",2022-11-26T22:56:59.1900888Z
US/Pennsylvania,IN/Punjab,2022-11-26T23:03:11.2776872Z,2022-11-26T23:13:16.5653953Z,"[""209.173.10.75""]","[""BAV2ROPC""]",2022-11-26T23:03:11.2776872Z
MX/Guerrero,IR/Kermanshah,2022-11-26T23:03:53.7929838Z,2022-11-26T23:07:56.6298288Z,"[""187.185.146.167""]","[""BAV2ROPC""]",2022-11-26T23:03:53.7929838Z
BE/Brussels,KR/Daejeon Gwangyeoksi,2022-11-26T23:04:12.8348907Z,2022-11-26T23:12:42.4111645Z,"[""81.246.47.178""]","[""BAV2ROPC""]",2022-11-26T23:04:12.8348907Z
VN/Ha Tinh,IN/Punjab,2022-11-26T23:04:37.8744959Z,2022-11-26T23:13:19.1715866Z,"[""27.72.47.150""]","[""BAV2ROPC""]",2022-11-26T23:04:37.8744959Z
TW/Keelung,IN/Punjab,2022-11-26T23:04:45.4938415Z,2022-11-26T23:13:19.1715866Z,"[""61.63.155.145""]","[""BAV2ROPC""]",2022-11-26T23:04:45.4938415Z
GB/Lancashire,KR/Daejeon Gwangyeoksi,2022-11-26T23:04:55.2335644Z,2022-11-26T23:12:32.0996104Z,"[""213.40.69.111""]","[""BAV2ROPC""]",2022-11-26T23:04:55.2335644Z
CN/Guangxi,KR/Daejeon Gwangyeoksi,2022-11-26T23:05:02.7498109Z,2022-11-26T23:12:39.7708755Z,"[""222.218.17.20""]","[""BAV2ROPC""]",2022-11-26T23:05:02.7498109Z
CN/Shanxi,SG/Central Singapore,2022-11-26T23:05:30.0465741Z,2022-11-26T23:19:34.5162353Z,"[""221.131.34.170""]","[""BAV2ROPC""]",2022-11-26T23:05:30.0465741Z
ZW/Harare,KR/Daejeon Gwangyeoksi,2022-11-26T23:06:12.8029649Z,2022-11-26T23:12:42.4111645Z,"[""154.120.246.14""]","[""BAV2ROPC""]",2022-11-26T23:06:12.8029649Z
BD/Dhaka,IN/Punjab,2022-11-26T23:07:15.7956347Z,2022-11-26T23:13:16.5653953Z,"[""27.147.232.166""]","[""BAV2ROPC""]",2022-11-26T23:07:15.7956347Z
TH/Krung Thep,CN/Tianjin Shi,2022-11-26T23:07:39.5045304Z,2022-11-26T23:17:37.8845557Z,"[""203.150.243.211""]","[""BAV2ROPC""]",2022-11-26T23:07:39.5045304Z
IR/Kermanshah,CN/Hunan,2022-11-26T23:07:51.4223668Z,2022-11-26T23:14:06.1571911Z,"[""94.183.8.200""]","[""BAV2ROPC""]",2022-11-26T23:07:51.4223668Z
KR/Daejeon Gwangyeoksi,IN/Punjab,2022-11-26T23:12:32.0996104Z,2022-11-26T23:13:19.1715866Z,"[""121.153.134.28""]","[""BAV2ROPC""]",2022-11-26T23:12:32.0996104Z
IN/Punjab,CN/Hunan,2022-11-26T23:13:10.5700924Z,2022-11-26T23:14:00.9253462Z,"[""103.141.115.243""]","[""BAV2ROPC""]",2022-11-26T23:13:10.5700924Z
CN/Hunan,CO/Distrito Capital,2022-11-26T23:13:58.3046732Z,2022-11-26T23:14:44.4050211Z,"[""111.23.119.190""]","[""BAV2ROPC""]",2022-11-26T23:13:58.3046732Z
CO/Distrito Capital,SG/Central Singapore,2022-11-26T23:14:39.1735963Z,2022-11-26T23:19:34.5162353Z,"[""200.91.234.36""]","[""BAV2ROPC""]",2022-11-26T23:14:39.1735963Z
RU/Altayskiy Kray,CN/Anhui,2022-11-26T23:19:08.5860864Z,2022-11-26T23:19:51.8780564Z,"[""93.189.221.163""]","[""BAV2ROPC""]",2022-11-26T23:19:08.5860864Z
SG/Central Singapore,PK/Punjab,2022-11-26T23:19:23.9965438Z,2022-11-26T23:19:54.9070237Z,"[""128.199.171.119""]","[""BAV2ROPC""]",2022-11-26T23:19:23.9965438Z
JP/Tokyo,US/Georgia,2022-11-26T23:19:27.3011203Z,2022-11-26T23:21:54.1180277Z,"[""222.228.122.114""]","[""BAV2ROPC""]",2022-11-26T23:19:27.3011203Z
CN/Anhui,US/Georgia,2022-11-26T23:19:51.8780564Z,2022-11-26T23:21:54.1180277Z,"[""112.26.241.22""]","[""BAV2ROPC""]",2022-11-26T23:19:51.8780564Z
CN/Gansu,US/Georgia,2022-11-26T23:20:18.0164902Z,2022-11-26T23:21:54.1180277Z,"[""221.7.61.34""]","[""BAV2ROPC""]",2022-11-26T23:20:18.0164902Z
RU/Samarskaya Oblast',US/Georgia,2022-11-26T23:20:33.6993069Z,2022-11-26T23:21:56.7660323Z,"[""46.29.77.70""]","[""BAV2ROPC""]",2022-11-26T23:20:33.6993069Z
CN/Chongqing,US/Georgia,2022-11-26T23:20:52.6900659Z,2022-11-26T23:21:54.1180277Z,"[""122.96.63.50""]","[""BAV2ROPC""]",2022-11-26T23:20:52.6900659Z
ID/Jakarta Raya,US/Georgia,2022-11-26T23:21:07.6531561Z,2022-11-26T23:21:56.7660323Z,"[""103.138.57.148""]","[""BAV2ROPC""]",2022-11-26T23:21:07.6531561Z
IT/Milano,ZA/Kwazulu-Natal,2022-11-26T23:29:31.1913532Z,2022-11-26T23:31:31.2771268Z,"[""79.60.41.182""]","[""BAV2ROPC""]",2022-11-26T23:29:31.1913532Z
CN/Shanghai Shi,BN/Brunei And Muara,2022-11-26T23:30:42.3506316Z,2022-11-26T23:35:12.8915884Z,"[""180.169.51.106""]","[""BAV2ROPC""]",2022-11-26T23:30:42.3506316Z
ZA/Kwazulu-Natal,BO/La Paz,2022-11-26T23:31:23.3214378Z,2022-11-26T23:31:42.7182845Z,"[""102.23.252.185""]","[""BAV2ROPC""]",2022-11-26T23:31:23.3214378Z
JP/Tokyo,GQ/Litoral,2022-11-26T23:33:44.2710320Z,2022-11-26T23:34:26.3082286Z,"[""165.100.191.248""]","[""BAV2ROPC""]",2022-11-26T23:33:44.2710320Z
GQ/Litoral,RO/Suceava,2022-11-26T23:34:23.7074145Z,2022-11-26T23:35:32.6272370Z,"[""41.79.50.29""]","[""BAV2ROPC""]",2022-11-26T23:34:23.7074145Z
IN/Uttar Pradesh,RO/Suceava,2022-11-26T23:35:05.2103142Z,2022-11-26T23:35:32.6272370Z,"[""122.160.25.147""]","[""BAV2ROPC""]",2022-11-26T23:35:05.2103142Z
KR/Gwangju Gwangyeoksi,RO/Suceava,2022-11-26T23:35:21.5609622Z,2022-11-26T23:35:32.6272370Z,"[""61.98.159.30""]","[""BAV2ROPC""]",2022-11-26T23:35:21.5609622Z
RO/Suceava,KR/Gwangju Gwangyeoksi,2022-11-26T23:35:24.9401709Z,2022-11-26T23:35:35.3672968Z,"[""89.45.228.210""]","[""BAV2ROPC""]",2022-11-26T23:35:24.9401709Z
CN/Shandong,IN/Uttar Pradesh,2022-11-26T23:44:21.1768629Z,2022-11-26T23:45:59.1479618Z,"[""111.14.217.114""]","[""BAV2ROPC""]",2022-11-26T23:44:21.1768629Z
MX/Guerrero,IN/Uttar Pradesh,2022-11-26T23:45:30.4566692Z,2022-11-26T23:45:59.1479618Z,"[""201.160.59.240""]","[""BAV2ROPC""]",2022-11-26T23:45:30.4566692Z
RU/Voronezhskaya Oblast',KZ/Pavlodar,2022-11-26T23:45:48.6687949Z,2022-11-26T23:46:48.4434385Z,"[""85.113.142.96""]","[""BAV2ROPC""]",2022-11-26T23:45:48.6687949Z
IN/Uttar Pradesh,IN/West Bengal,2022-11-26T23:45:59.1479618Z,2022-11-26T23:46:47.0373434Z,"[""43.225.195.9""]","[""BAV2ROPC""]",2022-11-26T23:45:59.1479618Z
RU/Tyumenskaya Oblast',KZ/Pavlodar,2022-11-26T23:46:08.1991918Z,2022-11-26T23:46:56.4116272Z,"[""178.46.157.217""]","[""BAV2ROPC""]",2022-11-26T23:46:08.1991918Z
IN/Uttar Pradesh,IN/West Bengal,2022-11-26T23:46:16.3144340Z,2022-11-26T23:46:47.0373434Z,"[""103.207.67.30""]","[""BAV2ROPC""]",2022-11-26T23:46:16.3144340Z
BR/Parana,KW/Al Kuwayt,2022-11-26T23:46:27.9625740Z,2022-11-26T23:52:06.2498746Z,"[""45.188.198.124""]","[""BAV2ROPC""]",2022-11-26T23:46:27.9625740Z
CN/Jiangxi,IN/West Bengal,2022-11-26T23:46:35.2015656Z,2022-11-26T23:46:47.0373434Z,"[""111.77.183.6""]","[""BAV2ROPC""]",2022-11-26T23:46:35.2015656Z
IN/West Bengal,CN/Jiangxi,2022-11-26T23:46:36.2606044Z,2022-11-26T23:46:42.9843244Z,"[""122.163.127.86""]","[""BAV2ROPC""]",2022-11-26T23:46:36.2606044Z
CN/Chongqing,KW/Al Kuwayt,2022-11-26T23:51:44.6604700Z,2022-11-26T23:52:06.2498746Z,"[""106.91.215.100""]","[""BAV2ROPC""]",2022-11-26T23:51:44.6604700Z
CN/Shandong,UA/Kyiv Misto,2022-11-27T00:10:15.6009341Z,2022-11-27T00:17:48.1778673Z,"[""60.220.242.170""]","[""BAV2ROPC""]",2022-11-27T00:10:15.6009341Z
BR/Minas Gerais,RU/Moskovskaya Oblast',2022-11-27T00:14:02.1783891Z,2022-11-27T00:16:22.5002456Z,"[""189.51.98.169""]","[""BAV2ROPC""]",2022-11-27T00:14:02.1783891Z
BD/Dhaka,CN/Hubei,2022-11-27T00:14:32.1951963Z,2022-11-27T00:16:11.5019124Z,"[""113.11.34.221""]","[""BAV2ROPC""]",2022-11-27T00:14:32.1951963Z
IN/Uttar Pradesh,UA/Kyiv Misto,2022-11-27T00:15:22.6220482Z,2022-11-27T00:15:46.1129881Z,"[""103.251.143.14""]","[""BAV2ROPC""]",2022-11-27T00:15:22.6220482Z
UA/Kyiv Misto,ID/Jakarta Raya,2022-11-27T00:15:46.1129881Z,2022-11-27T00:17:41.0606383Z,"[""176.8.89.240""]","[""BAV2ROPC""]",2022-11-27T00:15:46.1129881Z
CN/Hubei,RU/Moskovskaya Oblast',2022-11-27T00:16:03.5862083Z,2022-11-27T00:16:47.3598064Z,"[""221.234.48.147""]","[""BAV2ROPC""]",2022-11-27T00:16:03.5862083Z
RU/Moskovskaya Oblast',ID/Jakarta Raya,2022-11-27T00:16:22.5002456Z,2022-11-27T00:17:41.0606383Z,"[""5.35.71.94""]","[""BAV2ROPC""]",2022-11-27T00:16:22.5002456Z
RU/Moskovskaya Oblast',ID/Jakarta Raya,2022-11-27T00:16:42.0290540Z,2022-11-27T00:17:41.0606383Z,"[""46.44.11.251""]","[""BAV2ROPC""]",2022-11-27T00:16:42.0290540Z
UA/Kyiv Misto,IN/Gujarat,2022-11-27T00:17:45.5191943Z,2022-11-27T00:20:17.1336926Z,"[""217.20.172.197""]","[""BAV2ROPC""]",2022-11-27T00:17:45.5191943Z
US/South Carolina,CN/Shanxi,2022-11-27T00:18:02.3731209Z,2022-11-27T00:28:57.6530172Z,"[""107.7.103.194""]","[""BAV2ROPC""]",2022-11-27T00:18:02.3731209Z
BR/Rio De Janeiro,TW/Taichung,2022-11-27T00:18:47.7486259Z,2022-11-27T00:20:34.9243359Z,"[""179.236.122.30""]","[""BAV2ROPC""]",2022-11-27T00:18:47.7486259Z
CN/Shanxi,TW/Taichung,2022-11-27T00:19:59.9472801Z,2022-11-27T00:20:34.9243359Z,"[""113.26.202.45""]","[""BAV2ROPC""]",2022-11-27T00:19:59.9472801Z
IN/Gujarat,CN/Shanxi,2022-11-27T00:20:06.5184552Z,2022-11-27T00:28:52.1206646Z,"[""122.179.137.153""]","[""BAV2ROPC""]",2022-11-27T00:20:06.5184552Z
KR/Jeollabuk-Do,CN/Shanxi,2022-11-27T00:20:08.2878573Z,2022-11-27T00:28:49.5112159Z,"[""59.1.115.65""]","[""BAV2ROPC""]",2022-11-27T00:20:08.2878573Z
TW/Taichung,RU/Bashkortostan,2022-11-27T00:20:21.8384004Z,2022-11-27T00:34:14.4858793Z,"[""210.208.116.218""]","[""BAV2ROPC""]",2022-11-27T00:20:21.8384004Z
IN/Telangana,CN/Shanxi,2022-11-27T00:28:05.4230780Z,2022-11-27T00:28:52.1206646Z,"[""103.55.213.206""]","[""BAV2ROPC""]",2022-11-27T00:28:05.4230780Z
RU/Primorskiy Kray,IN/West Bengal,2022-11-27T00:29:23.9386178Z,2022-11-27T00:30:38.8914084Z,"[""91.227.28.137""]","[""BAV2ROPC""]",2022-11-27T00:29:23.9386178Z
IN/Telangana,RU/Bashkortostan,2022-11-27T00:34:05.5272665Z,2022-11-27T00:34:14.4858793Z,"[""202.153.37.142""]","[""BAV2ROPC""]",2022-11-27T00:34:05.5272665Z
RU/Bashkortostan,IN/Telangana,2022-11-27T00:34:14.4858793Z,2022-11-27T00:34:16.1803520Z,"[""46.191.235.35""]","[""BAV2ROPC""]",2022-11-27T00:34:14.4858793Z
IN/Uttar Pradesh,RS/Beograd,2022-11-27T00:56:26.3063478Z,2022-11-27T00:57:26.0240339Z,"[""122.187.227.136""]","[""BAV2ROPC""]",2022-11-27T00:56:26.3063478Z
RS/Beograd,US/Kentucky,2022-11-27T00:57:14.9991032Z,2022-11-27T00:57:40.7957946Z,"[""89.216.96.107""]","[""BAV2ROPC""]",2022-11-27T00:57:14.9991032Z
KZ/Astana,TN/Tunis,2022-11-27T01:12:30.5376967Z,2022-11-27T01:24:20.3958820Z,"[""2.135.247.126""]","[""BAV2ROPC""]",2022-11-27T01:12:30.5376967Z
SG/Central Singapore,IT/Milano,2022-11-27T01:12:56.7370325Z,2022-11-27T01:24:57.4740152Z,"[""116.86.105.45""]","[""BAV2ROPC""]",2022-11-27T01:12:56.7370325Z
IL/Hadarom,RU/Sankt-Peterburg,2022-11-27T01:14:02.3321877Z,2022-11-27T01:14:29.1470611Z,"[""2.55.102.128""]","[""BAV2ROPC""]",2022-11-27T01:14:02.3321877Z
RU/Sankt-Peterburg,TN/Tunis,2022-11-27T01:14:23.9939627Z,2022-11-27T01:24:28.3168889Z,"[""89.104.106.242""]","[""BAV2ROPC""]",2022-11-27T01:14:23.9939627Z
TN/Tunis,IN/Gujarat,2022-11-27T01:24:17.7745413Z,2022-11-27T01:27:28.3728346Z,"[""41.231.85.76""]","[""BAV2ROPC""]",2022-11-27T01:24:17.7745413Z
MX/Guerrero,IR/Gilan,2022-11-27T01:24:36.4215406Z,2022-11-27T01:28:42.7987467Z,"[""187.185.149.16""]","[""BAV2ROPC""]",2022-11-27T01:24:36.4215406Z
IT/Milano,ID/Jawa Barat,2022-11-27T01:24:54.9264465Z,2022-11-27T01:26:16.7868771Z,"[""151.84.183.116""]","[""BAV2ROPC""]",2022-11-27T01:24:54.9264465Z
ID/Jawa Barat,CN/Nei Mongol,2022-11-27T01:26:06.4690226Z,2022-11-27T01:27:54.5829091Z,"[""103.86.146.28""]","[""BAV2ROPC""]",2022-11-27T01:26:06.4690226Z
CL/Valparaiso,IN/Gujarat,2022-11-27T01:26:52.1764159Z,2022-11-27T01:27:28.3728346Z,"[""200.120.143.74""]","[""BAV2ROPC""]",2022-11-27T01:26:52.1764159Z
IN/Gujarat,CN/Nei Mongol,2022-11-27T01:27:28.3728346Z,2022-11-27T01:27:49.4220812Z,"[""182.70.120.114""]","[""BAV2ROPC""]",2022-11-27T01:27:28.3728346Z
CN/Nei Mongol,IR/Gilan,2022-11-27T01:27:49.4220812Z,2022-11-27T01:28:42.7987467Z,"[""222.74.5.235""]","[""BAV2ROPC""]",2022-11-27T01:27:49.4220812Z
IR/Gilan,RU/Moskva,2022-11-27T01:28:40.1638938Z,2022-11-27T01:29:09.1710652Z,"[""2.187.18.194""]","[""BAV2ROPC""]",2022-11-27T01:28:40.1638938Z
CN/Shandong,SE/Uppsala Lan,2022-11-27T01:29:14.4538144Z,2022-11-27T01:30:17.1481967Z,"[""219.146.247.106""]","[""BAV2ROPC""]",2022-11-27T01:29:14.4538144Z
BD/Dhaka,CH/Aargau,2022-11-27T01:30:37.8114235Z,2022-11-27T01:31:10.6359108Z,"[""27.147.180.242""]","[""BAV2ROPC""]",2022-11-27T01:30:37.8114235Z
CH/Aargau,RU/Penzenskaya Oblast',2022-11-27T01:30:57.5718698Z,2022-11-27T01:41:55.5250259Z,"[""46.126.152.191""]","[""BAV2ROPC""]",2022-11-27T01:30:57.5718698Z
IT/Milano,IN/Karnataka,2022-11-27T01:34:39.0872555Z,2022-11-27T01:36:02.4914122Z,"[""93.42.151.61""]","[""BAV2ROPC""]",2022-11-27T01:34:39.0872555Z
CN/Qinghai,KR/Chungcheongbuk-Do,2022-11-27T01:35:24.6808159Z,2022-11-27T01:36:42.8995316Z,"[""110.166.216.162""]","[""BAV2ROPC""]",2022-11-27T01:35:24.6808159Z
IL/Hamerkaz,KR/Chungcheongbuk-Do,2022-11-27T01:35:40.7157792Z,2022-11-27T01:36:42.8995316Z,"[""141.226.94.20""]","[""BAV2ROPC""]",2022-11-27T01:35:40.7157792Z
IN/Karnataka,KR/Chungcheongbuk-Do,2022-11-27T01:36:01.4429082Z,2022-11-27T01:36:42.8995316Z,"[""122.166.120.131""]","[""BAV2ROPC""]",2022-11-27T01:36:01.4429082Z
KR/Chungcheongbuk-Do,CN/Chongqing,2022-11-27T01:36:42.3089226Z,2022-11-27T01:37:35.1198879Z,"[""210.97.42.238""]","[""BAV2ROPC""]",2022-11-27T01:36:42.3089226Z
BD/Dhaka,RU/Penzenskaya Oblast',2022-11-27T01:39:58.9265079Z,2022-11-27T01:41:55.5250259Z,"[""27.147.181.162""]","[""BAV2ROPC""]",2022-11-27T01:39:58.9265079Z
ID/Nusa Tenggara Timur,RU/Penzenskaya Oblast',2022-11-27T01:40:40.1612728Z,2022-11-27T01:41:55.5250259Z,"[""103.71.224.219""]","[""BAV2ROPC""]",2022-11-27T01:40:40.1612728Z
CN/Shanghai Shi,US/Alabama,2022-11-27T01:40:56.9864464Z,2022-11-27T01:44:20.2295104Z,"[""58.246.187.126""]","[""BAV2ROPC""]",2022-11-27T01:40:56.9864464Z
RU/Penzenskaya Oblast',VN/Ha Tinh,2022-11-27T01:41:55.5250259Z,2022-11-27T01:45:44.2957467Z,"[""85.237.55.203""]","[""BAV2ROPC""]",2022-11-27T01:41:55.5250259Z
US/Alabama,PE/Lima Province,2022-11-27T01:44:06.9778957Z,2022-11-27T01:46:35.3240666Z,"[""24.197.53.234""]","[""BAV2ROPC""]",2022-11-27T01:44:06.9778957Z
VN/Ha Tinh,PE/Lima Province,2022-11-27T01:45:36.0824829Z,2022-11-27T01:46:35.3240666Z,"[""27.72.155.170""]","[""BAV2ROPC""]",2022-11-27T01:45:36.0824829Z
RU/Omskaya Oblast',IN/Andhra Pradesh,2022-11-27T01:57:06.5339615Z,2022-11-27T01:57:46.9064850Z,"[""92.124.148.31""]","[""BAV2ROPC""]",2022-11-27T01:57:06.5339615Z
KR/Daegu Gwangyeoksi,CN/Anhui,2022-11-27T02:10:09.2746712Z,2022-11-27T02:10:28.9451593Z,"[""14.46.19.94""]","[""BAV2ROPC""]",2022-11-27T02:10:09.2746712Z
CN/Anhui,VN/Ha Tinh,2022-11-27T02:10:28.3357055Z,2022-11-27T02:10:54.7816546Z,"[""220.179.255.54""]","[""BAV2ROPC""]",2022-11-27T02:10:28.3357055Z
VN/Ha Tinh,RU/Sverdlovskaya Oblast',2022-11-27T02:10:53.9718681Z,2022-11-27T02:12:51.5474414Z,"[""27.72.155.100""]","[""BAV2ROPC""]",2022-11-27T02:10:53.9718681Z
CN/Shandong,RU/Sverdlovskaya Oblast',2022-11-27T02:12:02.6483606Z,2022-11-27T02:12:51.5474414Z,"[""60.217.194.234""]","[""BAV2ROPC""]",2022-11-27T02:12:02.6483606Z
CN/Shandong,GD/Saint Andrew,2022-11-27T02:13:29.6268526Z,2022-11-27T02:20:24.1668251Z,"[""60.215.126.22""]","[""BAV2ROPC""]",2022-11-27T02:13:29.6268526Z
CL/Region Metropolitana,KR/Gyeongsangnam-Do,2022-11-27T02:15:34.4356489Z,2022-11-27T02:16:15.3421192Z,"[""51.161.26.222""]","[""BAV2ROPC""]",2022-11-27T02:15:34.4356489Z
KR/Gyeongsangnam-Do,IT/Milano,2022-11-27T02:16:02.0307301Z,2022-11-27T02:21:22.9104472Z,"[""58.72.38.3""]","[""BAV2ROPC""]",2022-11-27T02:16:02.0307301Z
MX/Distrito Federal,FR/Paris,2022-11-27T02:16:23.8623760Z,2022-11-27T02:22:45.9413757Z,"[""201.168.130.242""]","[""BAV2ROPC""]",2022-11-27T02:16:23.8623760Z
KR/Jeollabuk-Do,CN/Shaanxi,2022-11-27T02:19:20.3801508Z,2022-11-27T02:29:57.5111168Z,"[""183.109.148.44""]","[""BAV2ROPC""]",2022-11-27T02:19:20.3801508Z
IN/Gujarat,GD/Saint Andrew,2022-11-27T02:20:04.7903766Z,2022-11-27T02:20:27.0537157Z,"[""45.250.71.70""]","[""BAV2ROPC""]",2022-11-27T02:20:04.7903766Z
GD/Saint Andrew,CO/Distrito Capital,2022-11-27T02:20:24.1668251Z,2022-11-27T02:20:56.4655722Z,"[""199.83.199.78""]","[""BAV2ROPC""]",2022-11-27T02:20:24.1668251Z
HK/Hong Kong,KR/Jeollanam-Do,2022-11-27T02:20:33.0592813Z,2022-11-27T02:28:40.5259615Z,"[""203.198.149.164""]","[""BAV2ROPC""]",2022-11-27T02:20:33.0592813Z
CO/Distrito Capital,IT/Torino,2022-11-27T02:20:53.9051378Z,2022-11-27T02:21:57.2264808Z,"[""191.97.4.238""]","[""BAV2ROPC""]",2022-11-27T02:20:53.9051378Z
IT/Milano,KE/Nairobi Area,2022-11-27T02:21:22.9104472Z,2022-11-27T02:30:13.2706955Z,"[""212.91.84.84""]","[""BAV2ROPC""]",2022-11-27T02:21:22.9104472Z
CN/Shanghai Shi,US/Alabama,2022-11-27T02:21:33.4042712Z,2022-11-27T02:30:47.0029528Z,"[""124.78.195.122""]","[""BAV2ROPC""]",2022-11-27T02:21:33.4042712Z
CN/Shandong,US/North Carolina,2022-11-27T02:21:42.5952127Z,2022-11-27T02:26:29.3068162Z,"[""117.73.10.98""]","[""BAV2ROPC""]",2022-11-27T02:21:42.5952127Z
IT/Torino,CN/Shaanxi,2022-11-27T02:21:48.4438685Z,2022-11-27T02:30:10.8206616Z,"[""37.159.240.182""]","[""BAV2ROPC""]",2022-11-27T02:21:48.4438685Z
US/North Carolina,IN/Telangana,2022-11-27T02:26:24.0146790Z,2022-11-27T02:26:55.9207788Z,"[""24.74.79.34""]","[""BAV2ROPC""]",2022-11-27T02:26:24.0146790Z
PK/Punjab,KR/Jeollanam-Do,2022-11-27T02:28:18.1729015Z,2022-11-27T02:28:43.1444882Z,"[""43.251.255.29""]","[""BAV2ROPC""]",2022-11-27T02:28:18.1729015Z
KR/Jeollanam-Do,IR/Ilam,2022-11-27T02:28:37.8971227Z,2022-11-27T02:30:39.9607031Z,"[""59.4.55.180""]","[""BAV2ROPC""]",2022-11-27T02:28:37.8971227Z
ID/Jakarta Raya,CH/Zuerich,2022-11-27T02:29:49.3558863Z,2022-11-27T02:31:16.8327330Z,"[""103.143.190.107""]","[""BAV2ROPC""]",2022-11-27T02:29:49.3558863Z
KE/Nairobi Area,IR/Ilam,2022-11-27T02:30:13.2706955Z,2022-11-27T02:30:48.0290482Z,"[""197.237.29.186""]","[""BAV2ROPC""]",2022-11-27T02:30:13.2706955Z
US/Alabama,ES/Alicante,2022-11-27T02:30:36.5018570Z,2022-11-27T02:30:56.5835284Z,"[""204.134.250.66""]","[""BAV2ROPC""]",2022-11-27T02:30:36.5018570Z
